Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF
F1,14/01/2023,Marseille,Lorient,3,1,H,1,1,D,1.41,5.24,7.96,1-1,3-1,16,8,11,3,1,0,0,0,6,3,14,12
F1,14/01/2023,Lyon,Strasbourg,1,2,A,1,2,A,1.63,4.38,5.49,1-2,1-2,28,7,8,6,1,3,0,0,14,2,10,16
F1,15/01/2023,Lille,Troyes,5,1,H,2,0,H,1.42,5.23,7.71,2-0,5-1,23,13,10,2,1,0,0,0,7,2,12,5
F1,15/01/2023,Angers,Clermont,1,2,A,0,1,A,2.48,3.59,2.94,0-1,1-2,5,1,10,6,2,2,0,0,3,1,15,11
F1,15/01/2023,Montpellier,Nantes,0,3,A,0,1,A,2.62,3.51,2.81,0-1,0-3,11,5,12,7,1,2,2,0,3,5,13,14
F1,15/01/2023,Reims,Nice,0,0,D,0,0,D,2.53,3.37,3.03,0-0,0-0,13,2,6,4,1,1,0,0,5,3,5,5
F1,15/01/2023,Toulouse,Brest,1,1,D,0,1,A,2.03,3.62,3.93,0-1,1-1,16,7,17,5,2,2,0,0,10,5,16,12
F1,15/01/2023,Monaco,Ajaccio,7,1,H,5,1,H,1.43,4.89,8.08,5-1,7-1,11,8,5,2,1,2,0,0,3,3,8,14
F1,15/01/2023,Rennes,Paris SG,1,0,H,0,0,D,5.5,4.75,1.58,0-0,1-0,8,6,8,1,0,0,0,0,4,5,8,17
F1,27/01/2023,Lorient,Rennes,2,1,H,2,0,H,4.1,3.6,1.99,2-0,2-1,4,4,19,6,1,1,0,0,2,10,4,6
F1,28/01/2023,Troyes,Lens,1,1,D,0,0,D,5.2,4.03,1.71,0-0,1-1,6,1,21,5,2,2,0,0,3,11,12,7
F1,28/01/2023,Marseille,Monaco,1,1,D,0,1,A,2.12,3.79,3.49,0-1,1-1,22,6,11,4,2,2,0,0,6,3,7,9
F1,29/01/2023,Nice,Lille,1,0,H,1,0,H,2.98,3.35,2.58,1-0,1-0,12,6,16,7,3,2,0,0,5,7,12,11
F1,29/01/2023,Auxerre,Montpellier,0,2,A,0,0,D,2.51,3.43,3.01,0-0,0-2,16,5,4,3,1,3,0,0,5,3,13,18
F1,29/01/2023,Brest,Angers,4,0,H,2,0,H,2.16,3.51,3.65,2-0,4-0,9,7,8,1,0,2,0,0,4,5,10,17
F1,29/01/2023,Clermont,Nantes,0,0,D,0,0,D,2.44,3.34,3.19,0-0,0-0,9,0,4,0,2,1,0,0,9,1,9,23
F1,29/01/2023,Strasbourg,Toulouse,1,2,A,1,1,D,2.39,3.49,3.17,1-1,1-2,11,2,10,3,2,2,1,0,4,2,14,10
F1,29/01/2023,Ajaccio,Lyon,0,2,A,0,1,A,4.93,3.72,1.81,0-1,0-2,16,5,8,2,2,3,0,0,5,1,22,18
F1,29/01/2023,Paris SG,Reims,1,1,D,0,0,D,1.26,6.81,11.08,0-0,1-1,12,5,17,4,2,1,1,0,3,3,5,10
F1,01/02/2023,Angers,Ajaccio,1,2,A,1,0,H,2.34,3.15,3.61,1-0,1-2,6,2,9,4,1,2,1,0,2,6,18,11
F1,01/02/2023,Lille,Clermont,0,0,D,0,0,D,1.52,4.5,7,0-0,0-0,22,5,13,5,0,1,0,0,8,3,15,11
F1,01/02/2023,Nantes,Marseille,0,2,A,0,0,D,4.72,3.88,1.81,0-0,0-2,12,2,13,4,4,3,0,0,5,7,14,16
F1,01/02/2023,Reims,Lorient,4,2,H,1,2,A,1.87,3.73,4.52,1-2,4-2,31,9,12,5,1,0,0,0,5,7,11,7
F1,01/02/2023,Toulouse,Troyes,4,1,H,2,1,H,1.78,4.13,4.58,2-1,4-1,13,6,11,3,2,3,0,0,8,0,12,14
F1,01/02/2023,Lens,Nice,0,1,A,0,0,D,1.75,3.66,5.58,0-0,0-1,9,4,14,6,0,2,0,0,5,3,12,8
F1,01/02/2023,Lyon,Brest,0,0,D,0,0,D,1.54,4.71,6.04,0-0,0-0,28,8,8,1,0,0,0,0,15,2,10,13
F1,01/02/2023,Monaco,Auxerre,3,2,H,2,0,H,1.35,5.69,9.21,2-0,3-2,16,6,11,3,0,0,0,0,5,4,11,7
F1,01/02/2023,Montpellier,Paris SG,1,3,A,0,0,D,8.54,6.09,1.34,0-0,1-3,6,3,19,8,1,1,0,0,1,3,9,12
F1,01/02/2023,Rennes,Strasbourg,3,0,H,2,0,H,1.58,4.29,6.29,2-0,3-0,6,3,3,0,0,1,0,0,4,0,12,13
F1,04/02/2023,Paris SG,Toulouse,2,1,H,1,1,D,1.38,5.63,7.98,1-1,2-1,22,5,14,5,2,2,0,0,6,2,9,14
F1,04/02/2023,Troyes,Lyon,1,3,A,0,1,A,4.65,4.25,1.74,0-1,1-3,8,2,10,6,0,1,0,0,5,6,10,14
F1,04/02/2023,Rennes,Lille,1,3,A,1,0,H,2.36,3.47,3.22,1-0,1-3,10,6,15,6,1,2,0,0,2,1,16,9
F1,05/02/2023,Clermont,Monaco,0,2,A,0,2,A,4.2,3.84,1.91,0-2,0-2,8,3,14,5,1,2,0,0,2,4,9,21
F1,05/02/2023,Ajaccio,Nantes,0,2,A,0,0,D,2.91,3.09,2.81,0-0,0-2,8,2,7,3,2,1,1,0,2,2,16,16
F1,05/02/2023,Auxerre,Reims,0,0,D,0,0,D,3.58,3.6,2.15,0-0,0-0,12,3,8,4,2,0,0,0,4,5,13,10
F1,05/02/2023,Lorient,Angers,0,0,D,0,0,D,1.9,3.64,4.48,0-0,0-0,13,2,13,5,2,4,0,0,8,6,16,16
F1,05/02/2023,Strasbourg,Montpellier,2,0,H,2,0,H,2.16,3.37,3.82,2-0,2-0,6,2,11,0,3,1,1,0,4,7,11,16
F1,05/02/2023,Brest,Lens,1,1,D,0,0,D,4.67,3.79,1.83,0-0,1-1,16,3,20,7,4,2,0,0,11,5,15,9
F1,05/02/2023,Marseille,Nice,1,3,A,0,2,A,1.73,3.9,5.27,0-2,1-3,22,5,14,8,0,1,0,0,9,1,10,5
F1,10/02/2023,Nice,Ajaccio,3,0,H,1,0,H,1.61,3.91,6.84,1-0,3-0,11,3,6,3,1,0,0,0,5,5,9,7
F1,11/02/2023,Monaco,Paris SG,3,1,H,3,1,H,2.68,3.64,2.67,3-1,3-1,19,9,7,2,0,1,0,0,3,2,9,11
F1,11/02/2023,Clermont,Marseille,0,2,A,0,1,A,5.58,3.87,1.7,0-1,0-2,9,4,17,5,4,3,0,0,3,4,15,16
F1,12/02/2023,Toulouse,Rennes,3,1,H,3,0,H,3.16,3.54,2.36,3-0,3-1,13,7,13,4,1,1,0,0,2,7,12,17
F1,12/02/2023,Angers,Auxerre,1,1,D,1,1,D,2.29,3.47,3.36,1-1,1-1,10,5,15,4,2,0,0,0,6,4,10,9
F1,12/02/2023,Lille,Strasbourg,2,0,H,2,0,H,1.49,4.51,7.57,2-0,2-0,14,10,5,0,1,2,0,0,5,4,13,13
F1,12/02/2023,Montpellier,Brest,3,0,H,2,0,H,2.41,3.39,3.2,2-0,3-0,16,7,10,2,1,2,0,0,4,3,15,20
F1,12/02/2023,Reims,Troyes,4,0,H,2,0,H,1.58,4.46,5.96,2-0,4-0,20,10,7,2,1,2,0,0,5,2,13,14
F1,12/02/2023,Nantes,Lorient,1,0,H,0,0,D,2.05,3.56,3.93,0-0,1-0,13,6,9,5,0,0,0,0,7,3,12,11
F1,12/02/2023,Lyon,Lens,2,1,H,1,1,D,2.43,3.52,3.07,1-1,2-1,11,5,14,4,1,1,0,0,2,5,15,11
F1,17/02/2023,Auxerre,Lyon,2,1,H,0,1,A,4.14,3.69,1.96,0-1,2-1,8,3,6,4,4,2,0,0,6,4,17,12
F1,18/02/2023,Nice,Reims,0,0,D,0,0,D,2.17,3.42,3.72,0-0,0-0,16,1,10,2,1,1,0,0,9,0,9,13
F1,18/02/2023,Strasbourg,Angers,2,1,H,2,0,H,1.88,3.64,4.58,2-0,2-1,18,5,10,3,3,3,0,0,4,5,14,16
F1,19/02/2023,Paris SG,Lille,4,3,H,2,1,H,1.65,4.33,5.32,2-1,4-3,12,10,16,7,2,4,0,0,3,6,9,19
F1,19/02/2023,Brest,Monaco,1,2,A,0,1,A,4.63,3.99,1.79,0-1,1-2,13,3,10,3,1,2,0,0,5,5,7,10
F1,19/02/2023,Lorient,Ajaccio,3,0,H,2,0,H,2.11,3.3,4.08,2-0,3-0,10,6,12,3,0,2,0,0,2,2,11,14
F1,19/02/2023,Rennes,Clermont,2,0,H,1,0,H,1.6,4.12,6.39,1-0,2-0,18,6,7,3,0,2,0,0,2,7,9,10
F1,19/02/2023,Troyes,Montpellier,0,1,A,0,0,D,2.92,3.32,2.64,0-0,0-1,4,2,19,7,2,1,1,1,2,10,12,9
F1,19/02/2023,Lens,Nantes,3,1,H,2,1,H,1.52,4.43,7.05,2-1,3-1,19,6,6,3,0,0,0,0,2,5,9,15
F1,19/02/2023,Toulouse,Marseille,2,3,A,1,0,H,3.9,3.9,1.96,1-0,2-3,15,6,15,7,0,2,0,0,3,10,8,10
F1,24/02/2023,Lille,Brest,2,1,H,0,1,A,1.37,5.25,8.91,0-1,2-1,18,4,3,0,2,2,0,1,11,2,8,11
F1,25/02/2023,Angers,Lyon,1,3,A,0,1,A,5.07,3.98,1.74,0-1,1-3,11,2,7,5,0,0,0,0,2,2,16,6
F1,25/02/2023,Montpellier,Lens,1,1,D,0,1,A,4.6,3.72,1.86,0-1,1-1,8,3,19,6,0,3,0,0,4,6,12,13
F1,26/02/2023,Lorient,Auxerre,0,1,A,0,0,D,2.12,3.58,3.69,0-0,0-1,18,4,9,1,2,3,0,0,10,0,12,21
F1,26/02/2023,Ajaccio,Troyes,2,1,H,0,1,A,2.29,3.23,3.62,0-1,2-1,14,6,11,5,2,2,0,1,6,3,8,15
F1,26/02/2023,Clermont,Strasbourg,1,1,D,0,1,A,2.65,3.24,2.98,0-1,1-1,11,4,12,6,1,4,0,0,7,2,17,25
F1,26/02/2023,Nantes,Rennes,0,1,A,0,1,A,3.56,3.41,2.23,0-1,0-1,20,7,11,3,2,2,0,0,12,4,8,12
F1,26/02/2023,Reims,Toulouse,3,0,H,2,0,H,2.16,3.53,3.62,2-0,3-0,18,6,13,6,0,0,0,0,4,2,12,14
F1,26/02/2023,Monaco,Nice,0,3,A,0,3,A,2.06,3.65,3.78,0-3,0-3,15,4,12,7,0,1,0,0,5,3,8,12
F1,26/02/2023,Marseille,Paris SG,0,3,A,0,2,A,2.81,3.75,2.5,0-2,0-3,19,6,12,7,0,0,0,0,7,4,20,14
F1,03/03/2023,Nice,Auxerre,1,1,D,1,1,D,1.66,3.84,5.97,1-1,1-1,17,5,3,1,0,1,0,0,8,0,10,12
F1,04/03/2023,Lens,Lille,1,1,D,1,0,H,2.41,3.45,3.1,1-0,1-1,10,1,11,6,2,4,0,0,10,3,18,14
F1,04/03/2023,Paris SG,Nantes,4,2,H,2,2,D,1.33,5.89,9.22,2-2,4-2,17,11,8,5,0,2,0,0,4,6,7,8
F1,05/03/2023,Troyes,Monaco,2,2,D,1,0,H,6.04,4.81,1.52,1-0,2-2,13,6,17,4,0,1,0,0,3,4,8,8
F1,05/03/2023,Montpellier,Angers,5,0,H,3,0,H,1.76,3.73,5.11,3-0,5-0,15,8,10,4,1,4,0,1,6,5,10,18
F1,05/03/2023,Reims,Ajaccio,1,0,H,0,0,D,1.6,3.97,6.51,0-0,1-0,12,3,5,1,3,3,0,0,2,1,19,21
F1,05/03/2023,Strasbourg,Brest,0,1,A,0,1,A,2.02,3.3,4.32,0-1,0-1,17,4,8,1,2,1,0,0,9,2,14,17
F1,05/03/2023,Toulouse,Clermont,0,1,A,0,0,D,1.81,3.85,4.6,0-0,0-1,9,0,12,3,4,1,0,0,4,5,20,4
F1,05/03/2023,Lyon,Lorient,0,0,D,0,0,D,1.56,4.5,5.92,0-0,0-0,17,5,11,1,1,0,0,0,6,5,19,6
F1,05/03/2023,Rennes,Marseille,0,1,A,0,0,D,2.84,3.54,2.54,0-0,0-1,13,2,11,4,1,1,0,0,4,3,10,10
F1,10/03/2023,Lille,Lyon,3,3,D,0,0,D,1.94,3.85,4.02,0-0,3-3,8,6,6,5,5,4,0,0,4,0,20,19
F1,11/03/2023,Auxerre,Rennes,0,0,D,0,0,D,4.02,3.49,2.03,0-0,0-0,12,0,7,2,2,2,0,0,8,0,14,11
F1,11/03/2023,Brest,Paris SG,1,2,A,1,1,D,7.2,5.06,1.44,1-1,1-2,7,2,17,8,1,1,0,0,6,3,6,12
F1,12/03/2023,Clermont,Lens,0,4,A,0,3,A,4.85,3.56,1.84,0-3,0-4,9,6,13,6,1,2,0,0,6,4,13,13
F1,12/03/2023,Ajaccio,Montpellier,0,1,A,0,0,D,3.06,3.21,2.57,0-0,0-1,7,1,12,4,2,2,0,0,1,3,13,18
F1,12/03/2023,Angers,Toulouse,0,2,A,0,1,A,3.8,3.75,2.01,0-1,0-2,13,2,8,5,0,1,0,0,6,8,8,11
F1,12/03/2023,Lorient,Troyes,2,0,H,1,0,H,1.79,3.89,4.7,1-0,2-0,16,6,9,2,0,2,0,0,1,4,11,10
F1,12/03/2023,Nantes,Nice,2,2,D,1,1,D,3.02,3.21,2.6,1-1,2-2,10,3,16,8,1,1,0,0,1,10,9,11
F1,12/03/2023,Monaco,Reims,0,1,A,0,0,D,1.85,3.88,4.34,0-0,0-1,14,3,17,8,1,2,0,0,3,3,9,14
F1,12/03/2023,Marseille,Strasbourg,2,2,D,0,0,D,1.41,4.95,8.26,0-0,2-2,7,4,24,9,0,4,1,0,1,8,6,15
F1,17/03/2023,Lyon,Nantes,1,1,D,1,1,D,1.63,4.17,5.86,1-1,1-1,11,6,11,5,0,1,0,0,5,2,13,7
F1,18/03/2023,Toulouse,Lille,0,2,A,0,0,D,3.29,3.7,2.2,0-0,0-2,16,4,18,5,2,0,0,0,12,8,12,2
F1,18/03/2023,Lens,Angers,3,0,H,2,0,H,1.25,6.3,13.18,2-0,3-0,12,6,3,1,0,0,0,0,4,4,7,15
F1,19/03/2023,Ajaccio,Monaco,0,2,A,0,1,A,5.56,3.81,1.7,0-1,0-2,10,1,8,4,2,1,1,0,1,4,20,13
F1,19/03/2023,Montpellier,Clermont,2,1,H,0,1,A,1.88,3.64,4.46,0-1,2-1,23,9,16,8,3,1,1,0,11,4,15,15
F1,19/03/2023,Nice,Lorient,1,1,D,0,1,A,1.71,3.91,5.27,0-1,1-1,16,1,9,3,0,2,0,1,10,2,13,10
F1,19/03/2023,Strasbourg,Auxerre,2,0,H,1,0,H,2.05,3.43,4.03,1-0,2-0,13,6,8,1,2,1,0,0,5,4,14,11
F1,19/03/2023,Troyes,Brest,2,2,D,2,1,H,2.94,3.42,2.53,2-1,2-2,15,5,9,2,1,1,0,0,7,4,12,10
F1,19/03/2023,Paris SG,Rennes,0,2,A,0,1,A,1.48,4.96,6.4,0-1,0-2,17,8,10,3,1,1,0,0,6,3,11,12
F1,19/03/2023,Reims,Marseille,1,2,A,1,2,A,3.03,3.57,2.4,1-2,1-2,19,6,12,5,2,3,0,0,6,5,13,11
F1,31/03/2023,Marseille,Montpellier,1,1,D,1,1,D,1.48,4.71,6.95,1-1,1-1,13,2,9,3,2,2,0,0,1,3,15,9
F1,01/04/2023,Auxerre,Troyes,1,0,H,0,0,D,1.9,3.6,4.45,0-0,1-0,13,5,14,2,0,0,0,0,4,5,7,15
F1,01/04/2023,Rennes,Lens,0,1,A,0,1,A,2.65,3.34,2.85,0-1,0-1,10,3,12,4,2,2,0,0,5,5,13,11
F1,02/04/2023,Lille,Lorient,3,1,H,1,0,H,1.38,5.38,8.27,1-0,3-1,20,7,2,1,3,3,0,1,5,1,14,9
F1,02/04/2023,Angers,Nice,1,1,D,1,1,D,6.34,3.95,1.61,1-1,1-1,13,6,12,3,1,1,0,0,5,2,8,11
F1,02/04/2023,Brest,Toulouse,3,1,H,1,1,D,2.85,3.53,2.54,1-1,3-1,17,7,8,3,2,5,0,1,4,2,16,12
F1,02/04/2023,Clermont,Ajaccio,2,1,H,0,1,A,2.12,3.22,4.04,0-1,2-1,14,6,3,2,2,5,0,1,5,1,15,22
F1,02/04/2023,Nantes,Reims,0,3,A,0,2,A,3.13,3.42,2.41,0-2,0-3,12,6,14,9,1,2,0,0,3,4,10,13
F1,02/04/2023,Monaco,Strasbourg,4,3,H,1,2,A,1.53,4.55,6.31,1-2,4-3,9,7,13,6,3,1,1,0,3,3,15,17
F1,02/04/2023,Paris SG,Lyon,0,1,A,0,0,D,1.46,5.29,6.28,0-0,0-1,16,5,10,3,3,3,0,0,7,1,10,16
F1,07/04/2023,Lens,Strasbourg,2,1,H,1,0,H,1.56,4.33,6.34,1-0,2-1,13,9,13,3,1,5,0,1,5,1,19,19
F1,08/04/2023,Angers,Lille,1,0,H,0,0,D,8.39,5.1,1.4,0-0,1-0,7,5,15,5,2,3,0,0,3,6,18,18
F1,08/04/2023,Nice,Paris SG,0,2,A,0,1,A,3.93,4.07,1.89,0-1,0-2,21,7,13,4,1,0,0,0,10,5,8,2
F1,09/04/2023,Lyon,Rennes,3,1,H,0,1,A,2.22,3.53,3.39,0-1,3-1,11,3,11,3,2,2,0,0,7,2,14,17
F1,09/04/2023,Ajaccio,Auxerre,0,3,A,0,3,A,2.9,2.97,2.9,0-3,0-3,9,2,11,4,1,3,0,0,7,5,13,15
F1,09/04/2023,Montpellier,Toulouse,1,2,A,0,1,A,2.07,3.86,3.48,0-1,1-2,16,8,15,8,0,2,0,0,4,3,16,19
F1,09/04/2023,Reims,Brest,1,1,D,0,1,A,1.64,4.18,5.55,0-1,1-1,22,7,12,5,0,1,0,0,6,3,9,13
F1,09/04/2023,Troyes,Clermont,0,2,A,0,2,A,2.83,3.4,2.63,0-2,0-2,9,3,12,4,3,2,0,0,3,2,18,9
F1,09/04/2023,Nantes,Monaco,2,2,D,0,2,A,3.85,3.79,1.98,0-2,2-2,9,2,16,10,3,1,0,0,6,8,13,11
F1,09/04/2023,Lorient,Marseille,0,0,D,0,0,D,5.02,4.34,1.66,0-0,0-0,9,5,13,2,0,2,0,0,3,6,10,18
F1,14/04/2023,Toulouse,Lyon,1,2,A,1,1,D,3.53,3.92,2.04,1-1,1-2,13,6,14,3,1,4,0,0,8,5,14,10
F1,15/04/2023,Rennes,Reims,3,0,H,2,0,H,2.24,3.57,3.3,2-0,3-0,23,8,5,1,1,2,0,0,6,4,12,14
F1,15/04/2023,Paris SG,Lens,3,1,H,3,0,H,1.72,4.28,4.64,3-0,3-1,15,7,14,7,0,0,0,1,3,10,12,8
F1,16/04/2023,Lille,Montpellier,2,1,H,0,1,A,1.55,4.67,5.85,0-1,2-1,17,7,4,1,1,3,0,0,8,4,15,19
F1,16/04/2023,Auxerre,Nantes,2,1,H,2,0,H,2.56,3.06,3.22,2-0,2-1,13,7,17,7,2,2,0,0,3,6,14,8
F1,16/04/2023,Brest,Nice,1,0,H,1,0,H,3.26,3.31,2.39,1-0,1-0,14,3,12,6,1,3,0,0,3,5,15,14
F1,16/04/2023,Clermont,Angers,2,1,H,2,1,H,1.84,3.69,4.65,2-1,2-1,12,5,7,4,1,3,2,0,6,6,12,15
F1,16/04/2023,Strasbourg,Ajaccio,3,1,H,1,0,H,1.79,3.47,5.5,1-0,3-1,12,6,8,1,2,5,0,0,5,0,14,19
F1,16/04/2023,Monaco,Lorient,3,1,H,2,0,H,1.41,5.44,7.09,2-0,3-1,11,7,7,4,0,1,0,0,5,3,18,10
F1,16/04/2023,Marseille,Troyes,3,1,H,2,0,H,1.22,7.18,12.92,2-0,3-1,28,6,4,2,0,2,0,0,8,1,13,8
F1,21/04/2023,Angers,Paris SG,1,2,A,0,2,A,14.53,7.93,1.2,0-2,1-2,16,4,10,4,0,0,0,0,5,8,6,8
F1,22/04/2023,Auxerre,Lille,1,1,D,0,1,A,4.87,3.94,1.75,0-1,1-1,8,4,14,6,0,1,0,0,4,4,12,12
F1,22/04/2023,Lens,Monaco,3,0,H,2,0,H,2.14,3.62,3.5,2-0,3-0,21,8,11,4,0,2,0,0,2,4,8,14
F1,23/04/2023,Reims,Strasbourg,0,2,A,0,2,A,1.95,3.8,3.94,0-2,0-2,15,5,9,3,2,1,0,0,6,4,11,12
F1,23/04/2023,Ajaccio,Brest,0,0,D,0,0,D,3.44,3.14,2.39,0-0,0-0,3,2,10,2,2,2,1,0,4,4,11,20
F1,23/04/2023,Lorient,Toulouse,0,1,A,0,0,D,2.39,3.71,2.93,0-0,0-1,9,1,13,4,3,2,0,0,2,7,13,12
F1,23/04/2023,Nantes,Troyes,2,2,D,1,0,H,1.68,3.99,5.46,1-0,2-2,19,9,9,4,1,0,0,0,13,4,12,10
F1,23/04/2023,Nice,Clermont,1,2,A,1,1,D,1.83,3.63,4.79,1-1,1-2,15,5,9,3,1,2,0,0,6,2,19,9
F1,23/04/2023,Montpellier,Rennes,1,0,H,0,0,D,3.3,3.52,2.27,0-0,1-0,11,2,16,4,3,2,1,0,4,4,11,13
F1,23/04/2023,Lyon,Marseille,1,2,A,0,1,A,2.55,3.73,2.72,0-1,1-2,7,2,14,7,2,1,0,0,5,3,11,18
F1,28/04/2023,Strasbourg,Lyon,1,2,A,1,2,A,2.79,3.46,2.67,1-2,1-2,11,3,7,4,2,4,0,1,5,4,13,24
F1,29/04/2023,Lille,Ajaccio,3,0,H,3,0,H,1.2,6.83,17.19,3-0,3-0,10,5,2,0,1,2,0,0,9,0,10,13
F1,30/04/2023,Monaco,Montpellier,0,4,A,0,1,A,1.51,4.82,6.12,0-1,0-4,7,4,19,9,2,1,0,0,3,11,11,12
F1,30/04/2023,Clermont,Reims,1,0,H,1,0,H,3.14,3.46,2.38,1-0,1-0,6,2,13,2,0,2,1,0,5,6,8,12
F1,30/04/2023,Rennes,Angers,4,2,H,2,2,D,1.31,5.54,11.38,2-2,4-2,13,4,4,2,1,2,0,0,7,5,14,11
F1,30/04/2023,Troyes,Nice,0,1,A,0,1,A,4.76,3.99,1.76,0-1,0-1,9,6,29,13,0,2,0,0,3,14,7,10
F1,30/04/2023,Paris SG,Lorient,1,3,A,1,2,A,1.2,7.92,12.9,1-2,1-3,13,4,14,7,4,3,1,0,2,3,15,17
F1,30/04/2023,Marseille,Auxerre,2,1,H,0,1,A,1.34,5.54,9.72,0-1,2-1,26,4,11,3,1,0,0,0,12,1,7,6
F1,02/05/2023,Toulouse,Lens,0,1,A,0,1,A,5.32,4.49,1.62,0-1,0-1,9,2,11,3,1,2,0,0,5,0,5,7
F1,03/05/2023,Brest,Nantes,2,0,H,2,0,H,2.28,3.43,3.36,2-0,2-0,8,4,13,5,0,1,0,0,2,4,7,15
F1,06/05/2023,Nice,Rennes,2,1,H,0,0,D,2.65,3.33,2.86,0-0,2-1,11,4,14,4,0,1,0,0,4,7,11,11
F1,06/05/2023,Reims,Lille,1,0,H,1,0,H,3.49,3.9,2.06,1-0,1-0,14,4,11,5,2,3,0,0,4,7,17,10
F1,06/05/2023,Lens,Marseille,2,1,H,1,0,H,2.38,3.59,3.04,1-0,2-1,9,3,14,3,5,2,0,0,7,7,12,16
F1,07/05/2023,Angers,Monaco,1,2,A,0,1,A,6.14,4.92,1.5,0-1,1-2,10,3,14,6,3,2,0,0,4,3,13,17
F1,07/05/2023,Ajaccio,Toulouse,0,0,D,0,0,D,3.55,3.45,2.19,0-0,0-0,4,2,15,5,3,0,0,0,4,7,10,8
F1,07/05/2023,Auxerre,Clermont,1,1,D,1,0,H,2.46,3.31,3.14,1-0,1-1,11,4,9,4,1,0,0,0,2,2,19,13
F1,07/05/2023,Lorient,Brest,2,1,H,1,0,H,2.41,3.46,3.09,1-0,2-1,6,3,15,2,3,2,1,0,4,6,13,22
F1,07/05/2023,Nantes,Strasbourg,0,2,A,0,1,A,2.88,3.35,2.62,0-1,0-2,13,5,8,6,3,1,0,0,11,1,22,15
F1,07/05/2023,Lyon,Montpellier,5,4,H,1,2,A,1.7,4.36,4.72,1-2,5-4,16,8,12,6,0,3,0,0,3,5,12,14
F1,07/05/2023,Troyes,Paris SG,1,3,A,0,1,A,8.03,6.29,1.34,0-1,1-3,7,3,31,12,1,0,0,0,6,6,5,5
F1,12/05/2023,Lens,Reims,2,1,H,1,1,D,1.55,4.71,5.98,1-1,2-1,8,6,17,3,1,3,1,0,0,14,6,19
F1,13/05/2023,Strasbourg,Nice,2,0,H,1,0,H,2.45,3.37,3.09,1-0,2-0,12,3,9,4,1,1,0,0,2,3,14,8
F1,13/05/2023,Paris SG,Ajaccio,5,0,H,2,0,H,1.12,10.55,24.63,2-0,5-0,16,9,7,2,1,1,1,1,8,3,7,6
F1,14/05/2023,Clermont,Lyon,2,1,H,1,1,D,4.21,4.07,1.83,1-1,2-1,9,6,15,4,3,3,0,0,5,2,17,10
F1,14/05/2023,Brest,Auxerre,1,0,H,0,0,D,2.15,3.32,3.8,0-0,1-0,15,10,10,2,0,0,0,0,6,0,8,8
F1,14/05/2023,Montpellier,Lorient,1,1,D,0,0,D,1.87,3.96,4.15,0-0,1-1,15,4,11,3,2,3,0,0,11,5,20,15
F1,14/05/2023,Rennes,Troyes,4,0,H,1,0,H,1.25,6.61,11.57,1-0,4-0,26,9,4,0,0,1,0,0,9,1,4,9
F1,14/05/2023,Toulouse,Nantes,0,0,D,0,0,D,2.12,3.73,3.47,0-0,0-0,14,6,8,1,1,1,0,0,10,5,6,13
F1,14/05/2023,Monaco,Lille,0,0,D,0,0,D,2.82,3.76,2.46,0-0,0-0,8,1,10,4,0,2,0,0,3,4,19,13
F1,14/05/2023,Marseille,Angers,3,1,H,1,1,D,1.2,7.49,14.49,1-1,3-1,14,6,4,1,1,2,0,0,7,0,17,9
F1,19/05/2023,Lyon,Monaco,3,1,H,1,1,D,2.41,4.1,2.72,1-1,3-1,22,11,16,9,0,3,0,0,2,8,8,14
F1,20/05/2023,Nantes,Montpellier,0,3,A,0,1,A,2.21,3.59,3.37,0-1,0-3,13,3,13,6,4,0,0,0,10,6,14,8
F1,20/05/2023,Lille,Marseille,2,1,H,0,1,A,2.5,3.72,2.79,0-1,2-1,12,3,8,3,3,2,0,0,3,4,14,20
F1,21/05/2023,Ajaccio,Rennes,0,5,A,0,4,A,7.68,4.33,1.49,0-4,0-5,2,0,13,7,1,2,1,0,2,5,8,14
F1,21/05/2023,Brest,Clermont,2,1,H,1,1,D,2.1,3.58,3.67,1-1,2-1,10,3,8,2,3,4,0,0,7,1,16,11
F1,21/05/2023,Nice,Toulouse,0,0,D,0,0,D,1.9,3.94,4.03,0-0,0-0,21,7,7,4,2,2,0,0,6,3,6,15
F1,21/05/2023,Reims,Angers,2,2,D,1,0,H,1.41,5.18,7.62,1-0,2-2,11,5,7,3,0,2,0,0,7,3,14,11
F1,21/05/2023,Troyes,Strasbourg,1,1,D,0,1,A,5.73,4.43,1.58,0-1,1-1,8,3,16,5,1,1,1,1,4,6,9,17
F1,21/05/2023,Lorient,Lens,1,3,A,1,2,A,5.49,4.33,1.62,1-2,1-3,13,5,15,7,2,2,0,0,3,5,14,13
F1,21/05/2023,Auxerre,Paris SG,1,2,A,0,2,A,7.97,5.57,1.38,0-2,1-2,14,7,15,4,1,0,0,0,4,6,11,6
F1,27/05/2023,Angers,Troyes,2,1,H,1,1,D,2.01,3.85,3.69,1-1,2-1,18,5,5,3,1,1,0,0,14,3,12,7
F1,27/05/2023,Clermont,Lorient,2,0,H,1,0,H,2.18,3.48,3.55,1-0,2-0,18,7,6,1,0,0,0,0,9,1,13,12
F1,27/05/2023,Lens,Ajaccio,3,0,H,3,0,H,1.13,9.39,24.14,3-0,3-0,12,3,6,0,1,2,0,0,9,2,12,12
