ALLTEAMS,14/08/10,Aston Villa,West Ham,3,0,H,2,0,H,1.83,3.4,4.33,2-0,3-0
ALLTEAMS,14/08/10,Blackburn,Everton,1,0,H,1,0,H,2.8,3.3,2.5,1-0,1-0
ALLTEAMS,14/08/10,Bolton,Fulham,0,0,D,0,0,D,2.25,3.3,3.2,0-0,0-0
ALLTEAMS,14/08/10,Chelsea,West Brom,6,0,H,2,0,H,1.14,7.5,19.0,2-0,6-0
ALLTEAMS,14/08/10,Sunderland,Birmingham,2,2,D,1,0,H,2.1,3.3,3.5,1-0,2-2
ALLTEAMS,14/08/10,Tottenham,Man City,0,0,D,0,0,D,2.3,3.3,3.0,0-0,0-0
ALLTEAMS,14/08/10,Wigan,Blackpool,0,4,A,0,3,A,1.8,3.5,4.5,0-3,0-4
ALLTEAMS,14/08/10,Wolves,Stoke,2,1,H,2,0,H,2.25,3.3,3.2,2-0,2-1
ALLTEAMS,15/08/10,Liverpool,Arsenal,1,1,D,0,0,D,2.4,3.3,2.88,0-0,1-1
ALLTEAMS,16/08/10,Man United,Newcastle,3,0,H,2,0,H,1.25,5.5,12.0,2-0,3-0
ALLTEAMS,21/08/10,Arsenal,Blackpool,6,0,H,3,0,H,1.17,7.0,15.0,3-0,6-0
ALLTEAMS,21/08/10,Birmingham,Blackburn,2,1,H,0,0,D,2.2,3.3,3.3,0-0,2-1
ALLTEAMS,21/08/10,Everton,Wolves,1,1,D,1,0,H,1.53,3.75,7.0,1-0,1-1
ALLTEAMS,21/08/10,Stoke,Tottenham,1,2,A,1,2,A,3.6,3.25,2.1,1-2,1-2
ALLTEAMS,21/08/10,West Brom,Sunderland,1,0,H,0,0,D,2.5,3.2,2.88,0-0,1-0
ALLTEAMS,21/08/10,West Ham,Bolton,1,3,A,0,0,D,2.2,3.25,3.25,0-0,1-3
ALLTEAMS,21/08/10,Wigan,Chelsea,0,6,A,0,1,A,12.0,5.5,1.25,0-1,0-6
