E0,Arsenal,3.96575342465753,0.98,0.53
E0,Liverpool,3.96575342465753,1.39,0.97
E0,"Aston Villa",3.96575342465753,0.85,1.05
E0,Wolves,3.96575342465753,0.97,0.83
E0,"Nottm Forest",3.96575342465753,0.47,1.51
E0,Southampton,3.96575342465753,0.6,0.88
E0,Chelsea,3.96575342465753,1.07,1.1
E0,Brentford,3.96575342465753,0.98,1.23
E0,Brighton,3.96575342465753,1.19,0.86
E0,"Man City",3.96575342465753,1.43,0.53
E0,Everton,3.96575342465753,0.79,1.15
E0,Leicester,3.96575342465753,1.29,1.23
E0,Newcastle,3.96575342465753,1.08,0.86
E0,Bournemouth,3.96575342465753,0.86,1.17
E0,Leeds,3.96575342465753,1.08,1.14
E0,Fulham,3.96575342465753,0.9,1.14
E0,"Man United",3.96575342465753,1.32,0.98
E0,"West Ham",3.96575342465753,0.94,0.91
E0,Tottenham,3.96575342465753,1.12,1.0
E0,"Crystal Palace",3.96575342465753,0.83,0.86
E1,Burnley,3.27710843373494,1.22,0.91
E1,QPR,3.27710843373494,1.05,0.97
E1,Reading,3.27710843373494,0.86,0.87
E1,Norwich,3.27710843373494,1.34,1.07
E1,"Bristol City",3.27710843373494,0.85,1.1
E1,Birmingham,3.27710843373494,0.92,1.0
E1,Stoke,3.27710843373494,1.19,0.93
E1,Swansea,3.27710843373494,1.25,1.0
E1,Preston,3.27710843373494,1.1,0.79
E1,"West Brom",3.27710843373494,1.08,0.73
E1,Coventry,3.27710843373494,1.13,0.89
E1,"Sheffield United",3.27710843373494,1.11,0.76
E1,Huddersfield,3.27710843373494,1.12,1.32
E1,Wigan,3.27710843373494,0.82,0.89
E1,Sunderland,3.27710843373494,1.14,1.0
E1,Luton,3.27710843373494,0.98,0.7
E1,Hull,3.27710843373494,1.13,1.1
E1,Middlesbrough,3.27710843373494,1.0,0.95
E1,Cardiff,3.27710843373494,0.73,0.98
E1,Millwall,3.27710843373494,0.92,1.0
E1,Blackpool,3.27710843373494,0.8,1.25
E1,Blackburn,3.27710843373494,0.75,1.31
E1,Watford,3.27710843373494,0.94,0.95
E1,Rotherham,3.27710843373494,0.61,1.48
E2,Charlton,3.64732142857143,0.74,0.81
E2,"Forest Green",3.64732142857143,0.82,1.33
E2,"Milton Keynes Dons",3.64732142857143,1.13,1.03
E2,Peterboro,3.64732142857143,1.21,0.95
E2,Oxford,3.64732142857143,1.04,0.88
E2,Bolton,3.64732142857143,0.91,0.85
E2,Exeter,3.64732142857143,0.85,0.93
E2,Shrewsbury,3.64732142857143,0.55,0.99
E2,Barnsley,3.64732142857143,0.85,0.63
E2,"Fleetwood Town",3.64732142857143,1.19,0.93
E2,Portsmouth,3.64732142857143,0.99,0.85
E2,Burton,3.64732142857143,1.04,1.21
E2,Cheltenham,3.64732142857143,0.51,1.07
E2,Wycombe,3.64732142857143,1.23,1.29
E2,"Bristol Rvs",3.64732142857143,0.97,1.0
E2,Derby,3.64732142857143,1.26,0.66
E2,"Port Vale",3.64732142857143,0.91,1.05
E2,Plymouth,3.64732142857143,1.32,1.29
E2,Ipswich,3.64732142857143,1.67,0.75
E2,"Sheffield Weds",3.64732142857143,1.37,0.85
E2,Cambridge,3.64732142857143,0.91,1.13
E2,Morecambe,3.64732142857143,0.82,1.24
E2,Lincoln,3.64732142857143,0.67,1.18
E2,Accrington,3.64732142857143,0.9,1.04
E3,Gillingham,3.2863436123348,0.49,0.84
E3,Doncaster,3.2863436123348,0.7,1.19
E3,"Crawley Town",3.2863436123348,0.73,1.5
E3,Swindon,3.2863436123348,1.35,1.19
E3,Grimsby,3.2863436123348,1.39,0.98
E3,Colchester,3.2863436123348,0.61,0.95
E3,Crewe,3.2863436123348,0.51,1.27
E3,Mansfield,3.2863436123348,1.22,0.81
E3,Barrow,3.2863436123348,1.12,0.95
E3,"Newport County",3.2863436123348,1.05,0.8
E3,Stevenage,3.2863436123348,1.25,0.76
E3,Hartlepool,3.2863436123348,0.79,1.62
E3,Bradford,3.2863436123348,1.39,0.72
E3,Carlisle,3.2863436123348,1.19,1.03
E3,"Leyton Orient",3.2863436123348,1.43,0.79
E3,Harrogate,3.2863436123348,0.88,1.14
E3,Sutton,3.2863436123348,1.15,1.19
E3,Rochdale,3.2863436123348,0.76,1.12
E3,Northampton,3.2863436123348,1.19,0.98
E3,"AFC Wimbledon",3.2863436123348,1.03,1.0
E3,Tranmere,3.2863436123348,1.12,0.64
E3,Walsall,3.2863436123348,0.64,0.8
