Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS
E0,29/09/2018,West Ham,Man United,3,1,H,2,0,H,4.2,3.7,1.85,2-0,3-1
E0,29/09/2018,Wolves,Southampton,2,0,H,0,0,D,1.85,3.5,4.5,0-0,2-0
E0,30/09/2018,Cardiff,Burnley,1,2,A,0,0,D,2.55,3.1,3,0-0,1-2
E0,01/10/2018,Bournemouth,Crystal Palace,2,1,H,1,0,H,2.25,3.4,3.2,1-0,2-1
E0,05/10/2018,Brighton,West Ham,1,0,H,1,0,H,2.62,3.2,2.8,1-0,1-0
E0,06/10/2018,Burnley,Huddersfield,1,1,D,1,0,H,2.15,3,4,1-0,1-1
E0,06/10/2018,Crystal Palace,Wolves,0,1,A,0,0,D,2.9,3.2,2.55,0-0,0-1
E0,06/10/2018,Leicester,Everton,1,2,A,1,1,D,2.2,3.4,3.3,1-1,1-2
E0,06/10/2018,Man United,Newcastle,3,2,H,0,2,A,1.47,4.4,7,0-2,3-2
E0,06/10/2018,Tottenham,Cardiff,1,0,H,1,0,H,1.25,6,11,1-0,1-0
E0,06/10/2018,Watford,Bournemouth,0,4,A,0,3,A,2.15,3.5,3.3,0-3,0-4
E0,07/10/2018,Fulham,Arsenal,1,5,A,1,1,D,4.4,4.2,1.7,1-1,1-5
E0,07/10/2018,Liverpool,Man City,0,0,D,0,0,D,2.5,3.5,2.75,0-0,0-0
E0,07/10/2018,Southampton,Chelsea,0,3,A,0,1,A,5.5,4,1.62,0-1,0-3
E0,20/10/2018,Bournemouth,Southampton,0,0,D,0,0,D,2,3.6,3.6,0-0,0-0
E0,20/10/2018,Cardiff,Fulham,4,2,H,2,2,D,2.4,3.4,2.88,2-2,4-2
E0,20/10/2018,Chelsea,Man United,2,2,D,1,0,H,1.73,3.8,4.6,1-0,2-2
E0,20/10/2018,Huddersfield,Liverpool,0,1,A,0,1,A,11,5,1.32,0-1,0-1
E0,20/10/2018,Man City,Burnley,5,0,H,1,0,H,1.06,13,26,1-0,5-0
E0,20/10/2018,Newcastle,Brighton,0,1,A,0,1,A,2.15,3.2,3.7,0-1,0-1
E0,20/10/2018,West Ham,Tottenham,0,1,A,0,1,A,3.8,3.8,1.91,0-1,0-1
E0,20/10/2018,Wolves,Watford,0,2,A,0,2,A,1.73,3.6,5,0-2,0-2
E0,21/10/2018,Everton,Crystal Palace,2,0,H,0,0,D,1.88,3.5,4.33,0-0,2-0
E0,22/10/2018,Arsenal,Leicester,3,1,H,1,1,D,1.53,4.33,5.8,1-1,3-1
E0,27/10/2018,Brighton,Wolves,1,0,H,0,0,D,3.2,3,2.4,0-0,1-0
E0,27/10/2018,Fulham,Bournemouth,0,3,A,0,1,A,2.75,3.7,2.4,0-1,0-3
E0,27/10/2018,Leicester,West Ham,1,1,D,0,1,A,2.15,3.4,3.5,0-1,1-1
E0,27/10/2018,Liverpool,Cardiff,4,1,H,1,0,H,1.08,11,29,1-0,4-1
E0,27/10/2018,Southampton,Newcastle,0,0,D,0,0,D,2.15,3.25,3.6,0-0,0-0
E0,27/10/2018,Watford,Huddersfield,3,0,H,2,0,H,1.75,3.6,5,2-0,3-0
E0,28/10/2018,Burnley,Chelsea,0,4,A,0,1,A,9.5,4.75,1.36,0-1,0-4
E0,28/10/2018,Crystal Palace,Arsenal,2,2,D,1,0,H,4.2,4.2,1.75,1-0,2-2
E0,28/10/2018,Man United,Everton,2,1,H,1,0,H,1.75,3.8,4.6,1-0,2-1
E0,29/10/2018,Tottenham,Man City,0,1,A,0,1,A,4.4,4.2,1.73,0-1,0-1
E0,03/11/2018,Arsenal,Liverpool,1,1,D,0,0,D,3.6,3.7,2,0-0,1-1
E0,03/11/2018,Bournemouth,Man United,1,2,A,1,1,D,3.4,3.5,2.1,1-1,1-2
E0,03/11/2018,Cardiff,Leicester,0,1,A,0,0,D,3.6,3.3,2.15,0-0,0-1
E0,03/11/2018,Everton,Brighton,3,1,H,1,1,D,1.6,3.9,6,1-1,3-1
E0,03/11/2018,Newcastle,Watford,1,0,H,0,0,D,2.62,3.25,2.75,0-0,1-0
E0,03/11/2018,West Ham,Burnley,4,2,H,1,1,D,1.75,3.7,4.8,1-1,4-2
E0,03/11/2018,Wolves,Tottenham,2,3,A,0,2,A,2.9,3.3,2.5,0-2,2-3
E0,04/11/2018,Chelsea,Crystal Palace,3,1,H,1,0,H,1.29,6,9.5,1-0,3-1
E0,04/11/2018,Man City,Southampton,6,1,H,4,1,H,1.11,10,21,4-1,6-1
E0,05/11/2018,Huddersfield,Fulham,1,0,H,1,0,H,2.3,3.4,3.1,1-0,1-0
E0,10/11/2018,Cardiff,Brighton,2,1,H,1,1,D,2.55,3.1,3,1-1,2-1
E0,10/11/2018,Crystal Palace,Tottenham,0,1,A,0,0,D,4.33,3.6,1.83,0-0,0-1
E0,10/11/2018,Huddersfield,West Ham,1,1,D,1,0,H,3.3,3.2,2.3,1-0,1-1
E0,10/11/2018,Leicester,Burnley,0,0,D,0,0,D,1.52,4.2,6.5,0-0,0-0
E0,10/11/2018,Newcastle,Bournemouth,2,1,H,2,1,H,2.75,3.4,2.55,2-1,2-1
E0,10/11/2018,Southampton,Watford,1,1,D,1,0,H,2.5,3.25,2.9,1-0,1-1
E0,11/11/2018,Arsenal,Wolves,1,1,D,0,1,A,1.65,4.2,4.75,0-1,1-1
E0,11/11/2018,Chelsea,Everton,0,0,D,0,0,D,1.44,5,6.5,0-0,0-0
E0,11/11/2018,Liverpool,Fulham,2,0,H,1,0,H,1.1,11,21,1-0,2-0
E0,11/11/2018,Man City,Man United,3,1,H,1,0,H,1.38,5,7.5,1-0,3-1
E0,24/11/2018,Brighton,Leicester,1,1,D,1,0,H,2.8,3.2,2.62,1-0,1-1
E0,24/11/2018,Everton,Cardiff,1,0,H,0,0,D,1.42,4.75,7.5,0-0,1-0
E0,24/11/2018,Fulham,Southampton,3,2,H,2,1,H,2.6,3.4,2.7,2-1,3-2
E0,24/11/2018,Man United,Crystal Palace,0,0,D,0,0,D,1.4,4.75,8,0-0,0-0
E0,24/11/2018,Tottenham,Chelsea,3,1,H,2,0,H,2.8,3.4,2.5,2-0,3-1
E0,24/11/2018,Watford,Liverpool,0,3,A,0,0,D,5.5,4.33,1.57,0-0,0-3
E0,24/11/2018,West Ham,Man City,0,4,A,0,3,A,10,6.5,1.25,0-3,0-4
E0,25/11/2018,Bournemouth,Arsenal,1,2,A,1,1,D,3.5,3.8,2,1-1,1-2
E0,25/11/2018,Wolves,Huddersfield,0,2,A,0,1,A,1.47,4,8,0-1,0-2
E0,26/11/2018,Burnley,Newcastle,1,2,A,1,2,A,2.8,3.1,2.7,1-2,1-2
E0,30/11/2018,Cardiff,Wolves,2,1,H,0,1,A,3.75,3.25,2.2,0-1,2-1
E0,01/12/2018,Crystal Palace,Burnley,2,0,H,1,0,H,1.6,3.75,6.5,1-0,2-0
E0,01/12/2018,Huddersfield,Brighton,1,2,A,1,1,D,2.45,3,3.25,1-1,1-2
E0,01/12/2018,Leicester,Watford,2,0,H,2,0,H,2.25,3.25,3.4,2-0,2-0
E0,01/12/2018,Man City,Bournemouth,3,1,H,1,1,D,1.1,10,23,1-1,3-1
E0,01/12/2018,Newcastle,West Ham,0,3,A,0,1,A,2.45,3.25,3,0-1,0-3
E0,01/12/2018,Southampton,Man United,2,2,D,2,2,D,4.2,3.5,1.91,2-2,2-2
E0,02/12/2018,Arsenal,Tottenham,4,2,H,1,2,A,2.55,3.5,2.62,1-2,4-2
E0,02/12/2018,Chelsea,Fulham,2,0,H,1,0,H,1.17,7.5,17,1-0,2-0
E0,02/12/2018,Liverpool,Everton,1,0,H,0,0,D,1.36,5,8.5,0-0,1-0
E0,04/12/2018,Bournemouth,Huddersfield,2,1,H,2,1,H,1.67,3.7,5.5,2-1,2-1
E0,04/12/2018,Brighton,Crystal Palace,3,1,H,3,0,H,2.9,3.1,2.62,3-0,3-1
E0,04/12/2018,Watford,Man City,1,2,A,0,1,A,10,5.5,1.29,0-1,1-2
E0,04/12/2018,West Ham,Cardiff,3,1,H,0,0,D,1.62,3.9,5.8,0-0,3-1
E0,05/12/2018,Burnley,Liverpool,1,3,A,0,0,D,12,5.5,1.27,0-0,1-3
E0,05/12/2018,Everton,Newcastle,1,1,D,1,1,D,1.57,3.8,6.5,1-1,1-1
E0,05/12/2018,Fulham,Leicester,1,1,D,1,0,H,2.9,3.4,2.4,1-0,1-1
E0,05/12/2018,Man United,Arsenal,2,2,D,1,1,D,2.38,3.5,2.9,1-1,2-2
E0,05/12/2018,Tottenham,Southampton,3,1,H,1,0,H,1.36,4.8,9,1-0,3-1
E0,05/12/2018,Wolves,Chelsea,2,1,H,0,1,A,4.8,3.7,1.75,0-1,2-1
E0,08/12/2018,Arsenal,Huddersfield,1,0,H,0,0,D,1.25,6,12,0-0,1-0
E0,08/12/2018,Bournemouth,Liverpool,0,4,A,0,1,A,5.8,4.33,1.55,0-1,0-4
E0,08/12/2018,Burnley,Brighton,1,0,H,1,0,H,2.75,3.1,2.75,1-0,1-0
E0,08/12/2018,Cardiff,Southampton,1,0,H,0,0,D,2.8,3.25,2.6,0-0,1-0
E0,08/12/2018,Chelsea,Man City,2,0,H,1,0,H,3.8,3.7,1.95,1-0,2-0
E0,08/12/2018,Leicester,Tottenham,0,2,A,0,1,A,3.75,3.5,2,0-1,0-2
E0,08/12/2018,Man United,Fulham,4,1,H,3,0,H,1.35,5,9,3-0,4-1
E0,08/12/2018,West Ham,Crystal Palace,3,2,H,0,1,A,2.25,3.3,3.3,0-1,3-2
E0,09/12/2018,Newcastle,Wolves,1,2,A,1,1,D,2.9,3.1,2.62,1-1,1-2
E0,10/12/2018,Everton,Watford,2,2,D,1,0,H,1.73,3.8,4.8,1-0,2-2
E0,15/12/2018,Crystal Palace,Leicester,1,0,H,1,0,H,2.62,3.1,2.88,1-0,1-0
E0,15/12/2018,Fulham,West Ham,0,2,A,0,2,A,2.9,3.5,2.38,0-2,0-2
E0,15/12/2018,Huddersfield,Newcastle,0,1,A,0,0,D,2.62,3,3,0-0,0-1
E0,15/12/2018,Man City,Everton,3,1,H,1,0,H,1.2,7,13,1-0,3-1
E0,15/12/2018,Tottenham,Burnley,1,0,H,0,0,D,1.15,8,15,0-0,1-0
E0,15/12/2018,Watford,Cardiff,3,2,H,1,0,H,1.6,3.9,6,1-0,3-2
E0,15/12/2018,Wolves,Bournemouth,2,0,H,1,0,H,1.95,3.5,4,1-0,2-0
E0,16/12/2018,Brighton,Chelsea,1,2,A,0,2,A,7,4.33,1.47,0-2,1-2
E0,16/12/2018,Liverpool,Man United,3,1,H,1,1,D,1.52,4.33,6,1-1,3-1
E0,16/12/2018,Southampton,Arsenal,3,2,H,2,1,H,3.9,3.75,1.91,2-1,3-2
E0,21/12/2018,Wolves,Liverpool,0,2,A,0,1,A,6.5,3.9,1.55,0-1,0-2
E0,22/12/2018,Arsenal,Burnley,3,1,H,1,0,H,1.22,6,15,1-0,3-1
E0,22/12/2018,Bournemouth,Brighton,2,0,H,1,0,H,1.91,3.5,4.2,1-0,2-0
E0,22/12/2018,Cardiff,Man United,1,5,A,1,3,A,6,4,1.57,1-3,1-5
E0,22/12/2018,Chelsea,Leicester,0,1,A,0,0,D,1.3,5.25,11,0-0,0-1
E0,22/12/2018,Huddersfield,Southampton,1,3,A,0,2,A,3,3,2.6,0-2,1-3
E0,22/12/2018,Man City,Crystal Palace,2,3,A,1,2,A,1.12,8.5,23,1-2,2-3
E0,22/12/2018,Newcastle,Fulham,0,0,D,0,0,D,1.95,3.5,4,0-0,0-0
E0,22/12/2018,West Ham,Watford,0,2,A,0,1,A,2.3,3.4,3.1,0-1,0-2
E0,23/12/2018,Everton,Tottenham,2,6,A,1,3,A,3.1,3.4,2.3,1-3,2-6
E0,26/12/2018,Brighton,Arsenal,1,1,D,1,1,D,5,3.8,1.7,1-1,1-1
E0,26/12/2018,Burnley,Everton,1,5,A,1,3,A,4.33,3.4,1.91,1-3,1-5
E0,26/12/2018,Crystal Palace,Cardiff,0,0,D,0,0,D,1.63,3.8,5.8,0-0,0-0
E0,26/12/2018,Fulham,Wolves,1,1,D,0,0,D,3.2,3.2,2.35,0-0,1-1
E0,26/12/2018,Leicester,Man City,2,1,H,1,1,D,9.5,5,1.35,1-1,2-1
E0,26/12/2018,Liverpool,Newcastle,4,0,H,1,0,H,1.15,8,17,1-0,4-0
E0,26/12/2018,Man United,Huddersfield,3,1,H,1,0,H,1.22,6.5,13,1-0,3-1
E0,26/12/2018,Tottenham,Bournemouth,5,0,H,3,0,H,1.33,5.25,9,3-0,5-0
E0,26/12/2018,Watford,Chelsea,1,2,A,1,1,D,4.8,3.75,1.73,1-1,1-2
E0,27/12/2018,Southampton,West Ham,1,2,A,0,0,D,2.25,3.4,3.2,0-0,1-2
E0,29/12/2018,Brighton,Everton,1,0,H,0,0,D,3.4,3.3,2.2,0-0,1-0
E0,29/12/2018,Fulham,Huddersfield,1,0,H,0,0,D,2.05,3.2,4,0-0,1-0
E0,29/12/2018,Leicester,Cardiff,0,1,A,0,0,D,1.55,4.2,6,0-0,0-1
E0,29/12/2018,Liverpool,Arsenal,5,1,H,4,1,H,1.47,4.75,6.5,4-1,5-1
E0,29/12/2018,Tottenham,Wolves,1,3,A,1,0,H,1.35,5,9.5,1-0,1-3
E0,29/12/2018,Watford,Newcastle,1,1,D,0,1,A,1.78,3.6,4.75,0-1,1-1
E0,30/12/2018,Burnley,West Ham,2,0,H,2,0,H,3.25,3.4,2.25,2-0,2-0
E0,30/12/2018,Crystal Palace,Chelsea,0,1,A,0,0,D,5,3.8,1.7,0-0,0-1
E0,30/12/2018,Man United,Bournemouth,4,1,H,3,1,H,1.35,5.25,8.5,3-1,4-1
E0,30/12/2018,Southampton,Man City,1,3,A,1,3,A,10,5.5,1.3,1-3,1-3
E0,01/01/2019,Arsenal,Fulham,4,1,H,1,0,H,1.32,5.25,9.5,1-0,4-1
E0,01/01/2019,Cardiff,Tottenham,0,3,A,0,3,A,7,4.4,1.47,0-3,0-3
E0,01/01/2019,Everton,Leicester,0,1,A,0,0,D,2,3.4,3.9,0-0,0-1
E0,02/01/2019,Bournemouth,Watford,3,3,D,3,3,D,2.55,3.4,2.75,3-3,3-3
E0,02/01/2019,Chelsea,Southampton,0,0,D,0,0,D,1.25,6,12,0-0,0-0
E0,02/01/2019,Huddersfield,Burnley,1,2,A,1,1,D,2.1,3.1,4,1-1,1-2
E0,02/01/2019,Newcastle,Man United,0,2,A,0,0,D,6,4.2,1.55,0-0,0-2
E0,02/01/2019,West Ham,Brighton,2,2,D,0,0,D,1.91,3.6,4,0-0,2-2
E0,02/01/2019,Wolves,Crystal Palace,0,2,A,0,0,D,2,3.3,4,0-0,0-2
E0,03/01/2019,Man City,Liverpool,2,1,H,1,0,H,2,3.75,3.5,1-0,2-1
E0,12/01/2019,Brighton,Liverpool,0,1,A,0,0,D,10,5.5,1.3,0-0,0-1
E0,12/01/2019,Burnley,Fulham,2,1,H,2,1,H,2.3,3.2,3.25,2-1,2-1
E0,12/01/2019,Cardiff,Huddersfield,0,0,D,0,0,D,2.2,3.1,3.6,0-0,0-0
E0,12/01/2019,Chelsea,Newcastle,2,1,H,1,1,D,1.2,7,13,1-1,2-1
E0,12/01/2019,Crystal Palace,Watford,1,2,A,1,0,H,2.2,3.3,3.4,1-0,1-2
E0,12/01/2019,Leicester,Southampton,1,2,A,0,2,A,1.85,3.5,4.33,0-2,1-2
E0,12/01/2019,West Ham,Arsenal,1,0,H,0,0,D,3.4,3.8,2,0-0,1-0
E0,13/01/2019,Everton,Bournemouth,2,0,H,0,0,D,1.75,3.75,4.75,0-0,2-0
E0,13/01/2019,Tottenham,Man United,0,1,A,0,1,A,2,3.6,3.7,0-1,0-1
E0,14/01/2019,Man City,Wolves,3,0,H,2,0,H,1.17,7.5,17,2-0,3-0
E0,19/01/2019,Arsenal,Chelsea,2,0,H,2,0,H,3,3.5,2.3,2-0,2-0
E0,19/01/2019,Bournemouth,West Ham,2,0,H,0,0,D,2.3,3.5,3,0-0,2-0
E0,19/01/2019,Liverpool,Crystal Palace,4,3,H,0,1,A,1.17,7.5,17,0-1,4-3
E0,19/01/2019,Man United,Brighton,2,1,H,2,0,H,1.29,5.5,11,2-0,2-1
E0,19/01/2019,Newcastle,Cardiff,3,0,H,1,0,H,1.95,3.25,4.4,1-0,3-0
E0,19/01/2019,Southampton,Everton,2,1,H,0,0,D,2.62,3.3,2.7,0-0,2-1
E0,19/01/2019,Watford,Burnley,0,0,D,0,0,D,1.62,3.9,5.8,0-0,0-0
E0,19/01/2019,Wolves,Leicester,4,3,H,2,0,H,2.3,3.1,3.4,2-0,4-3
E0,20/01/2019,Fulham,Tottenham,1,2,A,1,0,H,5.5,3.6,1.73,1-0,1-2
E0,20/01/2019,Huddersfield,Man City,0,3,A,0,1,A,19,8,1.14,0-1,0-3
E0,29/01/2019,Arsenal,Cardiff,2,1,H,0,0,D,1.2,6,15,0-0,2-1
E0,29/01/2019,Fulham,Brighton,4,2,H,0,2,A,2.35,3.2,3.2,0-2,4-2
E0,29/01/2019,Huddersfield,Everton,0,1,A,0,1,A,4,3.2,2.05,0-1,0-1
E0,29/01/2019,Man United,Burnley,2,2,D,0,0,D,1.25,5.8,12,0-0,2-2
E0,29/01/2019,Newcastle,Man City,2,1,H,0,1,A,17,6.5,1.18,0-1,2-1
E0,29/01/2019,Wolves,West Ham,3,0,H,0,0,D,2.05,3.4,3.75,0-0,3-0
E0,30/01/2019,Bournemouth,Chelsea,4,0,H,0,0,D,5.5,4,1.62,0-0,4-0
E0,30/01/2019,Liverpool,Leicester,1,1,D,1,1,D,1.22,6.5,13,1-1,1-1
E0,30/01/2019,Southampton,Crystal Palace,1,1,D,0,1,A,2.35,3.3,3.1,0-1,1-1
E0,30/01/2019,Tottenham,Watford,2,1,H,0,1,A,1.62,3.9,5.8,0-1,2-1
E0,02/02/2019,Brighton,Watford,0,0,D,0,0,D,2.55,3.2,2.9,0-0,0-0
E0,02/02/2019,Burnley,Southampton,1,1,D,0,0,D,2.5,3.3,2.88,0-0,1-1
E0,02/02/2019,Cardiff,Bournemouth,2,0,H,1,0,H,3.2,3.4,2.25,1-0,2-0
E0,02/02/2019,Chelsea,Huddersfield,5,0,H,2,0,H,1.18,7,17,2-0,5-0
E0,02/02/2019,Crystal Palace,Fulham,2,0,H,1,0,H,2,3.5,3.8,1-0,2-0
E0,02/02/2019,Everton,Wolves,1,3,A,1,2,A,2.35,3.3,3.1,1-2,1-3
E0,02/02/2019,Tottenham,Newcastle,1,0,H,0,0,D,1.42,4.2,9,0-0,1-0
E0,03/02/2019,Leicester,Man United,0,1,A,0,1,A,3.6,3.4,2.1,0-1,0-1
E0,03/02/2019,Man City,Arsenal,3,1,H,2,1,H,1.29,6,9.5,2-1,3-1
E0,04/02/2019,West Ham,Liverpool,1,1,D,1,1,D,8,5,1.38,1-1,1-1
E0,06/02/2019,Everton,Man City,0,2,A,0,1,A,10,5.5,1.3,0-1,0-2
E0,09/02/2019,Brighton,Burnley,1,3,A,0,1,A,2.05,3.3,4,0-1,1-3
E0,09/02/2019,Crystal Palace,West Ham,1,1,D,0,1,A,2.15,3.4,3.6,0-1,1-1
E0,09/02/2019,Fulham,Man United,0,3,A,0,2,A,5.5,4.2,1.62,0-2,0-3
E0,09/02/2019,Huddersfield,Arsenal,1,2,A,0,2,A,5.8,4.2,1.6,0-2,1-2
E0,09/02/2019,Liverpool,Bournemouth,3,0,H,2,0,H,1.2,7,15,2-0,3-0
E0,09/02/2019,Southampton,Cardiff,1,2,A,0,0,D,1.75,3.7,5,0-0,1-2
E0,09/02/2019,Watford,Everton,1,0,H,0,0,D,2.35,3.4,3.1,0-0,1-0
E0,10/02/2019,Man City,Chelsea,6,0,H,4,0,H,1.5,4.4,6.5,4-0,6-0
E0,10/02/2019,Tottenham,Leicester,3,1,H,1,0,H,1.7,3.75,5.5,1-0,3-1
E0,11/02/2019,Wolves,Newcastle,1,1,D,0,0,D,1.7,3.7,5.5,0-0,1-1
E0,22/02/2019,Cardiff,Watford,1,5,A,0,1,A,3,3.3,2.4,0-1,1-5
E0,22/02/2019,West Ham,Fulham,3,1,H,2,1,H,1.91,3.6,4,2-1,3-1
E0,23/02/2019,Bournemouth,Wolves,1,1,D,1,0,H,2.8,3.25,2.6,1-0,1-1
E0,23/02/2019,Burnley,Tottenham,2,1,H,0,0,D,5.25,3.8,1.67,0-0,2-1
E0,23/02/2019,Leicester,Crystal Palace,1,4,A,0,1,A,2.15,3.3,3.5,0-1,1-4
E0,23/02/2019,Newcastle,Huddersfield,2,0,H,0,0,D,1.78,3.3,5.25,0-0,2-0
E0,24/02/2019,Arsenal,Southampton,2,0,H,2,0,H,1.5,4.33,6.5,2-0,2-0
