E0,10/08/18,Man United,Leicester,2,1,H,1,0,H,1.58,3.93,7.5
E0,11/08/18,Bournemouth,Cardiff,2,0,H,1,0,H,1.89,3.63,4.58
E0,11/08/18,Fulham,Crystal Palace,0,2,A,0,1,A,2.5,3.46,3
E0,11/08/18,Huddersfield,Chelsea,0,3,A,0,2,A,6.41,4.02,1.62
E0,11/08/18,Newcastle,Tottenham,1,2,A,1,2,A,3.83,3.57,2.08
E0,11/08/18,Watford,Brighton,2,0,H,1,0,H,2.43,3.22,3.33
E0,11/08/18,Wolves,Everton,2,2,D,1,1,D,2.36,3.4,3.28
E0,12/08/18,Arsenal,Man City,0,2,A,0,1,A,4,3.97,1.93
E0,12/08/18,Liverpool,West Ham,4,0,H,2,0,H,1.27,6.35,13.25
E0,12/08/18,Southampton,Burnley,0,0,D,0,0,D,1.86,3.51,4.99
E0,18/08/18,Cardiff,Newcastle,0,0,D,0,0,D,3.25,3.12,2.54
E0,18/08/18,Chelsea,Arsenal,3,2,H,2,2,D,1.83,3.97,4.46
E0,18/08/18,Everton,Southampton,2,1,H,2,0,H,1.89,3.56,4.71
E0,18/08/18,Leicester,Wolves,2,0,H,2,0,H,2.05,3.56,3.9
E0,18/08/18,Tottenham,Fulham,3,1,H,1,0,H,1.28,6.29,12.44
E0,18/08/18,West Ham,Bournemouth,1,2,A,1,0,H,2.09,3.65,3.69
E0,19/08/18,Brighton,Man United,3,2,H,3,1,H,5.37,3.56,1.81
E0,19/08/18,Burnley,Watford,1,3,A,1,1,D,2.47,3.08,3.37
E0,19/08/18,Man City,Huddersfield,6,1,H,3,1,H,1.1,12.39,32.7
E0,20/08/18,Crystal Palace,Liverpool,0,2,A,0,1,A,7.34,5.09,1.45
E0,25/08/18,Arsenal,West Ham,3,1,H,1,1,D,1.38,5.52,8.77
E0,25/08/18,Bournemouth,Everton,2,2,D,0,0,D,2.63,3.58,2.77
E0,25/08/18,Huddersfield,Cardiff,0,0,D,0,0,D,2.34,3.1,3.68
E0,25/08/18,Liverpool,Brighton,1,0,H,1,0,H,1.17,8.54,21.13
E0,25/08/18,Southampton,Leicester,1,2,A,0,0,D,2.45,3.34,3.18
E0,25/08/18,Wolves,Man City,1,1,D,0,0,D,12.1,6.52,1.27
