E0,11/08/2023,Burnley,Man City,0,3,A,0,2,A,8.58,5.51,1.37,6,1,17,8,0,0,1,0,6,5,11,8,0-2,0-3
E0,12/08/2023,Arsenal,Nottm Forest,2,1,H,2,0,H,1.18,7.86,15.67,15,7,6,2,2,2,0,0,8,3,12,12,2-0,2-1
E0,12/08/2023,Bournemouth,West Ham,1,1,D,0,0,D,2.7,3.47,2.71,14,5,16,3,1,4,0,0,10,4,9,14,0-0,1-1
E0,12/08/2023,Brighton,Luton,4,1,H,1,0,H,1.33,5.65,9.61,27,12,9,3,2,2,0,0,6,7,11,12,1-0,4-1
E0,12/08/2023,Everton,Fulham,0,1,A,0,0,D,2.27,3.45,3.35,19,9,9,2,0,2,0,0,10,4,12,6,0-0,0-1
E0,12/08/2023,Sheffield United,Crystal Palace,0,1,A,0,0,D,3.28,3.22,2.43,8,1,24,8,3,0,0,0,5,5,18,11,0-0,0-1
E0,12/08/2023,Newcastle,Aston Villa,5,1,H,2,1,H,1.77,3.92,4.77,17,13,16,6,4,4,0,0,6,5,12,17,2-1,5-1
E0,13/08/2023,Brentford,Tottenham,2,2,D,2,2,D,2.76,3.65,2.55,11,6,18,6,1,4,0,0,3,6,12,13,2-2,2-2
E0,13/08/2023,Chelsea,Liverpool,1,1,D,1,1,D,2.97,3.64,2.4,10,4,13,1,3,3,0,0,4,4,5,12,1-1,1-1
E0,14/08/2023,Man United,Wolves,1,0,H,0,0,D,1.32,5.79,9.66,15,3,23,6,2,3,0,0,8,7,14,10,0-0,1-0
E0,18/08/2023,Nottm Forest,Sheffield United,2,1,H,1,0,H,1.97,3.48,4.37,16,4,7,3,2,3,0,0,6,7,5,9,1-0,2-1
E0,19/08/2023,Fulham,Brentford,0,3,A,0,1,A,2.76,3.43,2.67,10,2,17,8,2,2,1,0,5,5,13,12,0-1,0-3
E0,19/08/2023,Liverpool,Bournemouth,3,1,H,2,1,H,1.23,7.14,11.46,26,10,13,5,1,3,1,0,10,2,11,13,2-1,3-1
E0,19/08/2023,Wolves,Brighton,1,4,A,0,1,A,4.12,3.92,1.88,16,5,16,8,3,6,1,0,5,3,14,11,0-1,1-4
E0,19/08/2023,Tottenham,Man United,2,0,H,0,0,D,2.85,3.82,2.41,17,6,22,6,1,3,0,0,5,6,9,8,0-0,2-0
E0,19/08/2023,Man City,Newcastle,1,0,H,1,0,H,1.73,4.1,4.8,14,4,7,1,1,5,0,0,3,0,12,11,1-0,1-0
E0,20/08/2023,Aston Villa,Everton,4,0,H,2,0,H,1.72,3.99,5.06,13,7,9,2,3,4,0,0,7,6,8,12,2-0,4-0
E0,20/08/2023,West Ham,Chelsea,3,1,H,1,1,D,3.68,3.57,2.1,12,6,17,4,2,3,1,0,3,9,12,9,1-1,3-1
E0,21/08/2023,Crystal Palace,Arsenal,0,1,A,0,0,D,5.73,4.12,1.63,14,2,14,3,2,1,0,1,1,8,14,10,0-0,0-1
E0,25/08/2023,Chelsea,Luton,3,0,H,1,0,H,1.3,6.08,10.68,19,8,11,1,2,3,0,0,6,4,15,12,1-0,3-0
E0,26/08/2023,Bournemouth,Tottenham,0,2,A,0,1,A,3.72,4.04,1.95,11,3,17,6,1,3,0,0,6,2,18,11,0-1,0-2
E0,26/08/2023,Arsenal,Fulham,2,2,D,0,1,A,1.24,6.07,15.25,19,11,8,3,0,3,0,1,8,3,6,5,0-1,2-2
E0,26/08/2023,Brentford,Crystal Palace,1,1,D,1,0,H,2.17,3.43,3.62,12,1,15,5,0,0,0,0,8,6,9,15,1-0,1-1
E0,26/08/2023,Everton,Wolves,0,1,A,0,0,D,2.34,3.32,3.34,15,7,11,2,3,4,0,0,7,0,10,14,0-0,0-1
E0,26/08/2023,Man United,Nottm Forest,3,2,H,1,2,A,1.32,5.98,9.11,18,9,9,4,4,4,0,1,11,3,13,11,1-2,3-2
E0,26/08/2023,Brighton,West Ham,1,3,A,0,1,A,1.54,4.74,5.81,25,10,12,3,1,3,0,0,17,4,10,9,0-1,1-3
